Siruta,Localitate,PersonalMediu_public,PersonalMediu_privat
179846,Coltau,0.0,8.0
179855,Gardani,0.0,1.0
179864,Oncesti,0.0,1.0
179873,Agris,0.0,0.0
179882,Ciumesti,0.0,0.0
179891,Raciu,0.0,3.0
179908,Pietrari,0.0,2.0
179917,Rau Alb,0.0,2.0
179926,Rascaeti,0.0,2.0
179935,Persinari,0.0,3.0
179944,Runcu Salvei,0.0,0.0
179953,Ciceu- Mihaiesti,0.0,0.0
179962,Galbinasi,0.0,0.0
179971,Colelia,0.0,0.0
179980,Marculesti,0.0,1.0
179999,Moldoveni,0.0,2.0
180000,Platonesti,1.0,3.0
180019,Sarateni,0.0,1.0
180028,Porumbesti,0.0,0.0
180037,Boghis,5.0,2.0
180046,Gura Ialomitei,0.0,2.0
180055,Crivat,0.0,2.0
180064,Barbulesti,1.0,0.0
180091,Racsa,0.0,0.0
