Siruta,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie
12689,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
12778,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
12812,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
12849,-3.6389937106918246,-10.276956931782458,-11.27349889971707,-27.40062893081761,-0.7488211254322539
12876,-1.6389937106918246,-10.276956931782458,-9.27349889971707,-27.40062893081761,0.2511788745677461
12912,-5.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-2.748821125432254
12920,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
12938,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
13169,416.3610062893082,366.7230430682175,601.7265011002829,1225.5993710691823,116.25117887456774
13187,0.36100628930817535,-10.276956931782458,-0.27349889971707064,-27.40062893081761,0.2511788745677461
13276,0.36100628930817535,-10.276956931782458,-4.273498899717071,-27.40062893081761,1.2511788745677461
13301,32.36100628930818,24.723043068217542,39.72650110028293,102.59937106918238,15.251178874567746
13365,-2.6389937106918246,-10.276956931782458,-9.27349889971707,-27.40062893081761,-2.748821125432254
13392,1.3610062893081754,-2.2769569317824576,-5.273498899717071,26.59937106918239,3.251178874567746
13490,61.36100628930818,78.72304306821755,85.72650110028293,290.5993710691824,20.251178874567746
13524,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-26.40062893081761,-1.7488211254322539
13622,41.36100628930818,40.72304306821754,50.72650110028293,138.59937106918238,14.251178874567746
13668,4.361006289308175,13.723043068217542,10.72650110028293,45.59937106918239,2.251178874567746
13757,4.361006289308175,-8.276956931782458,25.72650110028293,-24.40062893081761,0.2511788745677461
13819,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
13891,-5.638993710691825,-10.276956931782458,-13.27349889971707,-27.40062893081761,-2.748821125432254
13935,-3.6389937106918246,-10.276956931782458,-9.27349889971707,-27.40062893081761,-0.7488211254322539
13999,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
14049,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
14085,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
14165,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
14272,-4.638993710691825,-10.276956931782458,-12.27349889971707,-27.40062893081761,-1.7488211254322539
14352,-5.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-2.748821125432254
14405,-4.638993710691825,-10.276956931782458,-10.27349889971707,-27.40062893081761,-1.7488211254322539
14450,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-1.7488211254322539
14584,-3.6389937106918246,-10.276956931782458,-10.27349889971707,-27.40062893081761,-0.7488211254322539
14673,-4.638993710691825,-10.276956931782458,-11.27349889971707,-27.40062893081761,-2.748821125432254
